sabinsid,metro,state,metname,leaid,name,regclosed
"4818300003204",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300003304",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300003504",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300003604",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300003804",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300003904",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004004",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004104",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004404",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004504",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004604",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004704",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300004904",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005004",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",1
"4818300005104",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005204",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005504",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005704",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005804",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300005904",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006004",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006304",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006404",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006504",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006604",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006704",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300006804",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300007204",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300007304",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300007404",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300007504",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300007604",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300008004",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818300008104",21340,"TX","El Paso, TX",4818300,"EL PASO ISD",0
"4818330000104",48660,"TX","Wichita Falls, TX",4818330,"ELECTRA ISD",0
"4819080000204",19124,"TX","Dallas-Plano-Irving, TX",4819080,"FARMERSVILLE ISD",0
"4819350000304",41700,"TX","San Antonio, TX",4819350,"FLORESVILLE ISD",1
"4819650000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650000404",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650000504",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650000604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650000704",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650000904",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650001104",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650001304",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650001604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650001904",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650002304",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650002604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650002704",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650002804",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650002904",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650003004",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650003304",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650003604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650004004",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650004204",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650004504",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650004804",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650004904",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005004",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005204",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005304",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005404",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005504",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005704",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650005804",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006004",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006104",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006304",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006504",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006704",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650006804",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007004",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007204",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007504",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007804",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819650007904",26420,"TX","Houston-Baytown-Sugar Land, TX",4819650,"FORT BEND ISD",0
"4819700000104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700000504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700000704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700000804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700000904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700001904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700002804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700003904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004204",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700004704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005204",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700005904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700006804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700007704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008204",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700008904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700009904",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010304",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010404",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010504",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010604",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010704",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700010804",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700011004",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700011104",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819700011204",23104,"TX","Fort Worth-Arlington, TX",4819700,"FORT WORTH ISD",0
"4819950000204",26420,"TX","Houston-Baytown-Sugar Land, TX",4819950,"FRIENDSWOOD ISD",0
"4819950000604",26420,"TX","Houston-Baytown-Sugar Land, TX",4819950,"FRIENDSWOOD ISD",0
"4820010000404",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010000604",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010000704",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010000804",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001004",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001104",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001304",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001704",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001804",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010001904",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002004",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002204",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002304",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002504",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002604",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002704",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010002804",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003104",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003204",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003304",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003504",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003604",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003804",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010003904",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010004004",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010004104",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820010004304",19124,"TX","Dallas-Plano-Irving, TX",4820010,"FRISCO ISD",0
"4820250000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250000604",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250000904",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001104",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001204",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001304",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001404",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001504",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001604",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001704",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001804",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250001904",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250002004",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250002104",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820250002204",26420,"TX","Houston-Baytown-Sugar Land, TX",4820250,"GALENA PARK ISD",0
"4820280000204",26420,"TX","Houston-Baytown-Sugar Land, TX",4820280,"GALVESTON ISD",1
"4820370000104",23104,"TX","Fort Worth-Arlington, TX",4820370,"GARNER ISD",0
"4820760000304",30980,"TX","Longview, TX",4820760,"GLADEWATER ISD",0
"4821150000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150000704",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150000904",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150001004",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",1
"4821150001104",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150001404",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150001504",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",1
"4821150001604",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150001704",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150001804",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150002004",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150002104",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821150002204",26420,"TX","Houston-Baytown-Sugar Land, TX",4821150,"GOOSE CREEK CISD",0
"4821420000104",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420000504",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420000604",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",1
"4821420000704",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420000904",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001004",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001104",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001204",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",1
"4821420001404",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001504",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001604",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",1
"4821420001704",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420001904",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420002004",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420002104",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420002404",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",1
"4821420002504",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420002704",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420002804",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003004",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003104",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003204",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003304",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003504",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",0
"4821420003604",19124,"TX","Dallas-Plano-Irving, TX",4821420,"GRAND PRAIRIE ISD",1
"4821590000104",12420,"TX","Austin-Round Rock, TX",4821590,"GRANGER ISD",0
"4821960000104",19124,"TX","Dallas-Plano-Irving, TX",4821960,"GUNTER ISD",0
"4822140000104",47380,"TX","Waco, TX",4822140,"HALLSBURG ISD",0
"4822380000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4822380,"HARDIN ISD",0
"4822920000204",26420,"TX","Houston-Baytown-Sugar Land, TX",4822920,"HEMPSTEAD ISD",0
"4822970000504",30980,"TX","Longview, TX",4822970,"HENDERSON ISD",1
"4823160000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823160,"HIGH ISLAND ISD",0
"4823310000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823310,"HITCHCOCK ISD",1
"4823490000104",45500,"TX","Texarkana, TX-Texarkana, AR",4823490,"HOOKS ISD",0
"4823640000104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640000404",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640000504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640000704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640000904",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640001004",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",1
"4823640001304",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640001604",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640001904",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002604",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002804",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640002904",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003204",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003804",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640003904",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004004",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004204",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004304",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004604",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640004804",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",1
"4823640005004",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640005204",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640005404",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640005504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640005704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",1
"4823640005804",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640006104",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640006204",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",1
"4823640006304",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640006404",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640006504",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",1
"4823640006704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640006904",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640007004",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640007204",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640007304",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640007404",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
"4823640007704",26420,"TX","Houston-Baytown-Sugar Land, TX",4823640,"HOUSTON ISD",0
